Brnd_Name,total_spending,total_claims,year,rank
Fetzima,6.11370326E7,113346.0,2020,700
Kuvan,6.127501528E7,4320.0,2020,699
Tukysa,6.135116496E7,3642.0,2020,698
Primidone,6.170198744E7,2347718.0,2020,697
Levocetirizine Dihydrochloride,6.170782306E7,3449120.0,2020,696
Insulin Aspart Flexpen,6.174499502E7,253084.0,2020,695
Ketorolac Tromethamine*,6.177417560000001E7,2194306.0,2020,694
Alvesco,6.180790658E7,438308.0,2020,693
Xiaflex,6.197402668E7,7418.0,2020,692
Lorbrena,6.289252296E7,3704.0,2020,691
Wakix,6.308481658E7,7342.0,2020,690
Xgeva,6.320174626E7,25964.0,2020,689
Levorphanol Tartrate,6.432596484E7,16046.0,2020,688
Boostrix Tdap,6.439871684E7,1031848.0,2020,687
Onfi,6.469366598E7,30054.0,2020,686
Edarbi,6.507039582E7,186094.0,2020,685
Ciprofloxacin HCl*,6.537016506E7,9689606.0,2020,684
Neulasta Onpro,6.537730918E7,9286.0,2020,683
Glucagon Emergency Kit,6.5447044739999995E7,172428.0,2020,682
Pifeltro,6.562182542E7,41746.0,2020,681
Berinert,6.573332504E7,842.0,2020,680
Lotemax,6.576500484E7,250264.0,2020,679
Cefdinir,6.591585162E7,2774050.0,2020,678
Clindamycin Phosphate*,6.625115312E7,960826.0,2020,677
Thalomid,6.627695618E7,9052.0,2020,676
Pilocarpine HCl*,6.629148899999999E7,569306.0,2020,675
Ajovy Syringe,6.673273206E7,90212.0,2020,674
Dorzolamide HCl,6.744587601999998E7,1909342.0,2020,673
Ciclopirox,6.765023118E7,1758164.0,2020,672
Tracleer,6.766607514E7,5782.0,2020,671
Prasugrel HCl,6.789908976E7,651166.0,2020,670
Temazepam,6.796091638000001E7,5448216.0,2020,669
Hydrocortisone*,6.797331887999998E7,3619514.0,2020,668
Niacin ER,6.819753326E7,489424.0,2020,667
Propafenone HCl ER,6.87770891E7,137298.0,2020,666
Carvedilol ER,6.88519151E7,155880.0,2020,665
Dilantin,6.891421856E7,373644.0,2020,664
Haloperidol,6.918327844E7,1832406.0,2020,663
Taltz Autoinjector (2 Pack),7.008742752E7,5812.0,2020,662
Butalbital-Acetaminophen-Caffe,7.026002022E7,1511188.0,2020,661
Cayston,7.035366242E7,7178.0,2020,660
Liothyronine Sodium*,7.055863408E7,1203832.0,2020,659
Erythromycin*,7.081716232E7,2283846.0,2020,658
Sotalol,7.091871920000002E7,2340214.0,2020,657
Atomoxetine HCl,7.103203782000001E7,383850.0,2020,656
Amantadine,7.130492579999998E7,976390.0,2020,655
Nadolol,7.176843832000001E7,573702.0,2020,654
Somavert,7.210187344E7,5132.0,2020,653
Estrace*,7.222677574E7,201574.0,2020,652
Nitrofurantoin,7.235626838000001E7,1388760.0,2020,651
Diflorasone Diacetate,7.274544278E7,43058.0,2020,650
Naproxen,7.276827789999999E7,6368030.0,2020,649
Vivitrol,7.331045454E7,52272.0,2020,648
Cartia Xt,7.35079731E7,1893970.0,2020,647
Acetaminophen-Codeine,7.36188752E7,5733736.0,2020,646
Butrans,7.379586048E7,119614.0,2020,645
Bisoprolol Fumarate,7.392635289999999E7,1689128.0,2020,644
Rydapt,7.414809348E7,3860.0,2020,643
Procysbi,7.415355392E7,1156.0,2020,642
Opdivo,7.41965251E7,6398.0,2020,641
Complera,7.426448632E7,22866.0,2020,640
Dilt-XR,7.475406622E7,1274118.0,2020,639
Risedronate Sodium,7.478463086E7,456344.0,2020,638
Diltiazem 24hr ER,7.485158024000001E7,1608934.0,2020,637
Jynarque,7.498127452E7,4944.0,2020,636
Prazosin HCl,7.505604334E7,1972896.0,2020,635
Vyzulta,7.528500502E7,202146.0,2020,634
Kalydeco,7.53298787E7,3058.0,2020,633
Ibandronate Sodium*,7.55442349E7,1385434.0,2020,632
Aspirin-Dipyridamole ER,7.559024284E7,207166.0,2020,631
Sucraid,7.56680051E7,6858.0,2020,630
Calcitriol*,7.587458556E7,2360290.0,2020,629
Anastrozole,7.593607871999998E7,3075854.0,2020,628
Repatha Syringe,7.605525964E7,124754.0,2020,627
Budesonide*,7.685480968E7,353104.0,2020,626
Hysingla ER,7.691776004E7,144082.0,2020,625
Clonidine HCl,7.707062786000001E7,7685980.0,2020,624
Prempro,7.73113266E7,221022.0,2020,623
Sildenafil Citrate,7.754856416000001E7,1058314.0,2020,622
Theophylline ER,7.759526434E7,494044.0,2020,621
Aralast NP,7.78217685E7,7882.0,2020,620
Comfort Ez Pen Needle,7.815032166000001E7,633298.0,2020,619
Calcium Acetate,7.827678223999998E7,834628.0,2020,618
Metolazone,7.884635340000002E7,1697888.0,2020,617
Kombiglyze XR,7.892285052E7,106844.0,2020,616
Telmisartan-Hydrochlorothiazid,7.952753953999999E7,510326.0,2020,615
Tobramycin-Dexamethasone,7.981942312E7,925612.0,2020,614
Protonix,7.983923966E7,119090.0,2020,613
Terazosin HCl,8.011352618E7,3250580.0,2020,612
Testosterone Cypionate,8.065109697999999E7,1545560.0,2020,611
Verapamil SR,8.078664446E7,610620.0,2020,610
Insulin Syringe,8.138298403999999E7,2407836.0,2020,609
Pramipexole Dihydrochloride,8.162606122E7,3502556.0,2020,608
Neulasta,8.20418815E7,10484.0,2020,607
Methylprednisolone,8.266910294E7,7544622.0,2020,606
Tysabri,8.310668428E7,11464.0,2020,605
Invokamet,8.3297422E7,95338.0,2020,604
Jublia,8.345859432E7,85872.0,2020,603
Bosentan,8.365811364E7,15026.0,2020,602
Glipizide,8.383966056E7,9990246.0,2020,601
Inrebic,8.40123433E7,4656.0,2020,600
Colestipol HCl,8.432278462E7,780112.0,2020,599
Nerlynx,8.439394374E7,5944.0,2020,598
Tepezza,8.457542638E7,1618.0,2020,597
Olopatadine HCl*,8.533038378E7,1448170.0,2020,596
Estring,8.53377584E7,177170.0,2020,595
Amlodipine Besylate-Benazepril,8.54285596E7,3430644.0,2020,594
Cephalexin,8.586414427999999E7,1.2283626E7,2020,593
Zemaira,8.587919078E7,8290.0,2020,592
Fluconazole,8.597676268000002E7,5985070.0,2020,591
Triamterene-Hydrochlorothiazid,8.620727072E7,6309940.0,2020,590
Isosorbide Dinitrate,8.633682683999999E7,1126034.0,2020,589
Carbidopa-Levodopa ER,8.649538546E7,1078332.0,2020,588
Fasenra,8.671616378E7,16804.0,2020,587
Selzentry,8.7045977E7,47256.0,2020,586
Phenytoin Sodium Extended,8.744269667999999E7,1769100.0,2020,585
Somatuline Depot,8.759939408E7,9598.0,2020,584
Olmesartan-Hydrochlorothiazide,8.803011468E7,1553964.0,2020,583
Lovastatin,8.897026669999999E7,7178962.0,2020,582
Mayzent,8.930339538E7,10240.0,2020,581
Glumetza,8.985708574E7,12642.0,2020,580
Gilotrif,8.993786158E7,9216.0,2020,579
Clotrimazole-Betamethasone,9.032629391999999E7,3199756.0,2020,578
Clomipramine HCl,9.052442390000002E7,253344.0,2020,577
Lanthanum Carbonate,9.093523892E7,75706.0,2020,576
Torsemide,9.120210454E7,4313852.0,2020,575
Modafinil,9.206982062E7,606622.0,2020,574
Humira(Cf) Pen Crohn'S-Uc-Hs,9.26942698E7,5418.0,2020,573
Dihydroergotamine Mesylate*,9.289203161999999E7,33744.0,2020,572
Ubrelvy,9.383353086E7,93180.0,2020,571
Valganciclovir HCl,9.405248775999999E7,182828.0,2020,570
Entyvio,9.411431694E7,13104.0,2020,569
Flovent Diskus,9.417041594E7,313544.0,2020,568
Atovaquone,9.436010012E7,114170.0,2020,567
Ruconest,9.45089945E7,1058.0,2020,566
Dutasteride,9.454412637999998E7,1651014.0,2020,565
Calcipotriene,9.475840365999998E7,327588.0,2020,564
Dificid,9.476861056E7,23978.0,2020,563
Zarxio,9.50257248E7,44056.0,2020,562
Stribild,9.506107084E7,25232.0,2020,561
Lamictal XR,9.516350196E7,38526.0,2020,560
Oxbryta,9.519948546E7,8922.0,2020,559
Byetta,9.535326304E7,79586.0,2020,558
Lumizyme,9.54258059E7,1856.0,2020,557
Verapamil ER,9.568081422E7,2668050.0,2020,556
Trulance,9.616308382E7,160862.0,2020,555
Mektovi,9.699438568E7,9042.0,2020,554
Lokelma,9.701419148E7,137754.0,2020,553
Duexis,9.717695398E7,38818.0,2020,552
Xpovio,9.736710098E7,4354.0,2020,551
Mupirocin,9.7506517E7,5642606.0,2020,550
Fluorouracil*,9.754931903999999E7,867174.0,2020,549
Lamotrigine ER,9.847257108E7,217074.0,2020,548
Betamethasone Dipropionate,9.857609344000001E7,1482246.0,2020,547
Rocklatan,9.930318438E7,244074.0,2020,546
Krystexxa,9.945435564E7,2532.0,2020,545
Metformin ER Osmotic,9.994725388000003E7,160010.0,2020,544
Methenamine Hippurate,1.0029086619999999E8,984496.0,2020,543
Dextroamphetamine-Amphet ER,1.0084553547999999E8,1060162.0,2020,542
Ondansetron ODT,1.0123206034E8,4798912.0,2020,541
Nucynta,1.0139002948E8,141000.0,2020,540
Dicyclomine HCl*,1.0252463618E8,4356918.0,2020,539
Sumatriptan Succinate*,1.0321790557999998E8,3407026.0,2020,538
Fycompa,1.0326047352E8,94530.0,2020,537
Nitroglycerin*,1.038859729E8,4456416.0,2020,536
Paroxetine HCl,1.0516089484E8,7500270.0,2020,535
Oseltamivir Phosphate,1.0530877946E8,1603174.0,2020,534
Omnipod Dash Pods (Gen 4),1.0599347766E8,70422.0,2020,533
Topamax,1.0603253342E8,62052.0,2020,532
Aranesp,1.0624233032E8,50086.0,2020,531
Icatibant,1.0655969724000001E8,3356.0,2020,530
Gocovri,1.0669830508E8,40498.0,2020,529
Narcan,1.0674144038E8,809850.0,2020,528
Cholestyramine,1.07876643E8,894088.0,2020,527
Exemestane,1.079152905E8,377850.0,2020,526
Ravicti,1.0794006232E8,1282.0,2020,525
Kevzara,1.0830441602E8,28132.0,2020,524
Zolpidem Tartrate*,1.0842481583999997E8,1.5077164E7,2020,523
Mesalamine ER,1.085141127E8,206822.0,2020,522
Pulmicort Flexhaler,1.08749739E8,352464.0,2020,521
Crestor,1.0876123512E8,200778.0,2020,520
Ibuprofen,1.088388766E8,1.2548374E7,2020,519
Mometasone Furoate*,1.0900053286000001E8,1727088.0,2020,518
Novolin R,1.0906948128E8,491822.0,2020,517
Rituxan,1.0995528358E8,9382.0,2020,516
Bexarotene*,1.1008691124E8,7918.0,2020,515
Cresemba*,1.111813446E8,20418.0,2020,514
Insulin Lispro,1.1151105514E8,389702.0,2020,513
Restasis Multidose,1.1164852134E8,132534.0,2020,512
Topiramate,1.1168133278E8,6298804.0,2020,511
Lansoprazole,1.1171781554E8,2145786.0,2020,510
Adcirca,1.1188508696E8,24730.0,2020,509
Braftovi,1.1189400956E8,9904.0,2020,508
Lactulose,1.1228984454E8,3031696.0,2020,507
Candesartan Cilexetil,1.1231944444E8,987196.0,2020,506
Sandostatin Lar Depot,1.1232876506E8,18666.0,2020,505
Risperidone,1.1234463264000002E8,8106608.0,2020,504
Actemra Actpen,1.1255384104E8,28406.0,2020,503
Ezetimibe-Simvastatin,1.1261487517999999E8,503826.0,2020,502
Azithromycin*,1.1295266495999998E8,1.2699308E7,2020,501
Glassia,1.13077764E8,10432.0,2020,500
Percocet,1.1313831362E8,43022.0,2020,499
Plegridy Pen,1.1335716122E8,13278.0,2020,498
Keytruda,1.140441908E8,11146.0,2020,497
Humulin N Kwikpen,1.1430792064E8,258532.0,2020,496
Nystatin*,1.1481278207999998E8,4958174.0,2020,495
Dextroamphetamine-Amphetamine,1.1498560667999999E8,2969114.0,2020,494
Trokendi XR,1.1510547036E8,86984.0,2020,493
Amoxicillin-Clavulanate Potass,1.151076946E8,9156730.0,2020,492
Pioglitazone HCl,1.1523129962000002E8,5629776.0,2020,491
Lamotrigine,1.155212449E8,7573930.0,2020,490
Jadenu,1.1562544414E8,10352.0,2020,489
Acyclovir*,1.1581186219999999E8,3735942.0,2020,488
Botox,1.160529843E8,89924.0,2020,487
Exelon,1.1606327398E8,143990.0,2020,486
Ultra-Fine Short Pen Needle,1.163523094E8,1750258.0,2020,485
Cosentyx (2 Syringes),1.1691508738E8,16548.0,2020,484
Fluocinonide,1.1725036129999997E8,1475752.0,2020,483
Tibsovo,1.1730198606E8,4572.0,2020,482
Xospata,1.1743698834E8,5186.0,2020,481
Qvar Redihaler,1.1831405688E8,395034.0,2020,480
Meloxicam,1.183797595E8,1.986003E7,2020,479
Glipizide ER,1.1850530786E8,5746034.0,2020,478
Lisinopril-Hydrochlorothiazide,1.1885608382E8,1.2711628E7,2020,477
Hydroxyzine HCl*,1.1899990164E8,6194884.0,2020,476
Savella,1.1959928924E8,201052.0,2020,475
Labetalol HCl*,1.198311159E8,2278740.0,2020,474
Mycophenolate Mofetil,1.2001346018000002E8,853878.0,2020,473
Viberzi,1.2038963058E8,84718.0,2020,472
Serevent Diskus,1.2080079252E8,210870.0,2020,471
Ultra-Fine Mini Pen Needle,1.2085062286E8,1824722.0,2020,470
Oxcarbazepine,1.2107138619999997E8,2404520.0,2020,469
Telmisartan,1.222097099E8,2036564.0,2020,468
Prolensa,1.2227010668E8,402752.0,2020,467
Rayaldee,1.2263135208E8,88238.0,2020,466
Quetiapine Fumarate ER,1.2288297767999999E8,941450.0,2020,465
Citalopram HBr,1.2386678268000002E8,1.5896178E7,2020,464
Ondansetron HCl*,1.2442871614E8,6589130.0,2020,463
Dimethyl Fumarate,1.2465105232E8,19392.0,2020,462
Xalkori,1.2528104758E8,7556.0,2020,461
Samsca,1.2538388024E8,10538.0,2020,460
Ropinirole HCl,1.2656640252E8,6319016.0,2020,459
Humulin R,1.2781318848E8,574562.0,2020,458
Deferasirox,1.285338495E8,23542.0,2020,457
Ziprasidone HCl,1.2913484074E8,1603732.0,2020,456
Nucynta ER,1.3056561646E8,158680.0,2020,455
Carbamazepine,1.3087658263999999E8,1899764.0,2020,454
Desvenlafaxine Succinate ER,1.3139532109999998E8,1338148.0,2020,453
Synjardy,1.3172394852E8,161440.0,2020,452
Doxepin HCl*,1.3284012160000002E8,2235318.0,2020,451
Radicava,1.3376641768E8,11824.0,2020,450
Leflunomide,1.3378554796E8,986234.0,2020,449
Vosevi,1.3425121316E8,5250.0,2020,448
Lorazepam*,1.3449930928E8,1.7714304E7,2020,447
Bupropion HCl SR,1.3463451597999996E8,4676986.0,2020,446
Triamcinolone Acetonide*,1.354961522E8,1.0939508E7,2020,445
Ipratropium Bromide*,1.3562048947999996E8,2648638.0,2020,444
Durezol,1.3586890654E8,623142.0,2020,443
Intelence,1.36476634E8,87536.0,2020,442
Simbrinza,1.3873896126E8,620518.0,2020,441
Nitrofurantoin Mono-Macro,1.3890969797999996E8,5877228.0,2020,440
Buprenorphine,1.4065750172E8,420646.0,2020,439
Novolin N,1.4070122992E8,501548.0,2020,438
Doxazosin Mesylate,1.4084184098E8,4719048.0,2020,437
Ertapenem,1.4138990657999998E8,226236.0,2020,436
Rubraca,1.4141356784E8,9912.0,2020,435
Enalapril Maleate,1.4236065494000003E8,5254132.0,2020,434
Glimepiride,1.4282422855999997E8,1.1287984E7,2020,433
Glyxambi,1.4294744318E8,157624.0,2020,432
Xultophy 100-3.6,1.4384378432E8,118368.0,2020,431
Ampyra,1.4410766572E8,35684.0,2020,430
Firazyr,1.4525996336E8,2806.0,2020,429
Bevespi Aerosphere,1.4593144556E8,313526.0,2020,428
Oxybutynin Chloride,1.4600135738E8,4812996.0,2020,427
Lipitor,1.4629527484E8,152650.0,2020,426
Rybelsus,1.4688881722E8,136182.0,2020,425
Atenolol,1.4711096823999998E8,1.5286596E7,2020,424
Alendronate Sodium,1.4735148234E8,1.4728012E7,2020,423
Cyclobenzaprine HCl,1.4748255226E8,1.1150794E7,2020,422
Xigduo XR,1.4774743974E8,186114.0,2020,421
Timolol Maleate*,1.4775851226E8,5250166.0,2020,420
Wellbutrin XL,1.4803032084E8,48250.0,2020,419
Amiodarone HCl*,1.4907790502000004E8,5079030.0,2020,418
Propranolol HCl*,1.4942846346E8,4953944.0,2020,417
Haegarda,1.5016371828E8,4500.0,2020,416
Idhifa,1.5045302902E8,5314.0,2020,415
Metronidazole*,1.5096524898000002E8,3910218.0,2020,414
Posaconazole,1.5162464782E8,35042.0,2020,413
Digoxin*,1.5175996448E8,4271034.0,2020,412
Clonidine,1.5296444188E8,978800.0,2020,411
Budesonide EC,1.5324394158E8,341740.0,2020,410
Tetrabenazine,1.5351230408E8,46664.0,2020,409
Potassium Citrate ER,1.5527221586E8,922868.0,2020,408
Keppra*,1.5565160292E8,104356.0,2020,407
Welchol,1.5619839006E8,204930.0,2020,406
Firdapse,1.5878499222E8,4186.0,2020,405
Propranolol HCl ER,1.5984399799999997E8,1963570.0,2020,404
Valsartan-Hydrochlorothiazide,1.6085610396E8,3025274.0,2020,403
Fanapt,1.617740811E8,103610.0,2020,402
Arnuity Ellipta,1.61887694E8,602874.0,2020,401
Ocrevus,1.6208537342E8,5048.0,2020,400
Clonazepam,1.6297838818E8,1.8744926E7,2020,399
Lupron Depot,1.6521641128E8,41444.0,2020,398
Relistor*,1.6535691856E8,86630.0,2020,397
Iclusig,1.6602666244E8,6914.0,2020,396
Metformin HCl ER,1.6612135738E8,1.4477032E7,2020,395
Pentasa,1.6691811694E8,123188.0,2020,394
Elmiron,1.6694100498E8,159644.0,2020,393
Clozapine,1.6819871342E8,2356986.0,2020,392
Spironolactone,1.6824762254E8,1.2978828E7,2020,391
Dalfampridine ER,1.6878669673999998E8,201010.0,2020,390
Irbesartan,1.6987767055999997E8,4737978.0,2020,389
Solifenacin Succinate,1.7205171504E8,1569270.0,2020,388
Nucala,1.7324759718E8,48784.0,2020,387
Prednisone,1.7344264892000002E8,2.5578632E7,2020,386
Flecainide Acetate,1.7488841742E8,2037902.0,2020,385
Suprep,1.7556035582E8,1669464.0,2020,384
Amitriptyline HCl,1.7590169348E8,7457802.0,2020,383
Midodrine HCl,1.7629720814000002E8,1990262.0,2020,382
Olanzapine*,1.7633357176E8,6894152.0,2020,381
Azelastine HCl*,1.764251875E8,4066396.0,2020,380
Glatopa,1.7649250964E8,51290.0,2020,379
Tramadol HCl,1.7729371871999997E8,2.5767766E7,2020,378
Carbamazepine ER,1.7755100228000003E8,1057024.0,2020,377
Humalog Mix 75-25,1.7841643646E8,206922.0,2020,376
Omega-3 Acid Ethyl Esters,1.7871105038E8,1526082.0,2020,375
Synjardy XR,1.789598331E8,213682.0,2020,374
Ketoconazole*,1.7928233531999996E8,5606144.0,2020,373
Chlorthalidone,1.8144655842000002E8,4983066.0,2020,372
Dofetilide,1.8169384422000003E8,511446.0,2020,371
Morphine Sulfate ER,1.8237592224E8,4910394.0,2020,370
Olmesartan Medoxomil,1.8289300236E8,4466990.0,2020,369
Nexavar,1.8492401302E8,13196.0,2020,368
Rasagiline Mesylate,1.8605271124E8,361890.0,2020,367
Fluphenazine HCl*,1.8606789068E8,479096.0,2020,366
Dovato,1.8640995934E8,70984.0,2020,365
Vancomycin HCl*,1.8699897042000002E8,846148.0,2020,364
Raloxifene HCl,1.873291496E8,1731530.0,2020,363
Jentadueto,1.8759188588E8,258798.0,2020,362
Ultra-Fine Nano Pen Needle,1.8766583796E8,2593340.0,2020,361
Epinephrine,1.8936019923999998E8,662796.0,2020,360
Isosorbide Mononitrate ER,1.896428764E8,1.0078042E7,2020,359
Tadalafil,1.8971873221999994E8,556494.0,2020,358
Neupro,1.9027727694E8,201444.0,2020,357
Humulin R U-500,1.9105076978E8,90548.0,2020,356
Vyvanse,1.9172348332E8,534014.0,2020,355
Benlysta*,1.9351937918E8,48652.0,2020,354
Ocaliva,1.9496633992E8,24538.0,2020,353
Brimonidine Tartrate*,1.9545960429999998E8,3537806.0,2020,352
Briviact*,1.9575778004E8,139844.0,2020,351
Arikayce,1.9671063812E8,16344.0,2020,350
Remicade,1.9880838802E8,29580.0,2020,349
Humulin 70/30 Kwikpen,1.9885323382E8,263620.0,2020,348
Panzyga,1.99635959E8,16474.0,2020,347
Alprazolam,1.9980732195999998E8,2.4315114E7,2020,346
Nubeqa,1.9985603274E8,17186.0,2020,345
Tafinlar,2.0015433422E8,20006.0,2020,344
Colesevelam HCl,2.0518150316E8,455660.0,2020,343
Serostim,2.0558315048E8,12278.0,2020,342
Lamictal,2.0657879646E8,114350.0,2020,341
Hydralazine HCl*,2.0762685882000002E8,1.0756108E7,2020,340
Belsomra,2.0828025472E8,507008.0,2020,339
Belbuca,2.0858935476E8,353260.0,2020,338
Tacrolimus*,2.0907862274E8,897020.0,2020,337
Tizanidine HCl,2.0926866749999994E8,1.1761904E7,2020,336
Alecensa,2.1028469298E8,14510.0,2020,335
Fluoxetine HCl,2.1082024702000007E8,1.3764458E7,2020,334
Nexium,2.1205616632E8,418558.0,2020,333
Chlorpromazine HCl*,2.1293673503999996E8,539128.0,2020,332
Valacyclovir,2.1329094274E8,4875960.0,2020,331
Epidiolex,2.1395807098E8,59364.0,2020,330
Apokyn,2.1454564538E8,9086.0,2020,329
Lonsurf,2.1488203388E8,19118.0,2020,328
Buspirone HCl,2.1492021204000002E8,1.0934372E7,2020,327
Dorzolamide-Timolol,2.1520586655999997E8,4180814.0,2020,326
Saphris,2.1544121452E8,215754.0,2020,325
Sofosbuvir-Velpatasvir,2.168670631E8,26012.0,2020,324
Methotrexate*,2.1727911897999996E8,4810416.0,2020,323
Stivarga,2.1820535598E8,14046.0,2020,322
Warfarin Sodium,2.1845951735999995E8,1.5975526E7,2020,321
Rhopressa,2.1871035034E8,558720.0,2020,320
Diclofenac Epolamine,2.1917048442E8,294334.0,2020,319
Hydrochlorothiazide,2.2141957884E8,3.9051552E7,2020,318
Mavenclad,2.2150628888E8,3640.0,2020,317
Veltassa,2.2303205428E8,232970.0,2020,316
Novolog Mix 70-30,2.2405024898E8,241876.0,2020,315
Emgality Pen,2.2547320228E8,302974.0,2020,314
Gammaked,2.2669902026E8,19276.0,2020,313
Mekinist,2.2768257122E8,20012.0,2020,312
Clobetasol Propionate,2.3037715876000005E8,3111830.0,2020,311
Donepezil HCl,2.3040031024000004E8,1.5155442E7,2020,310
Tolterodine Tartrate ER,2.3169857012E8,1350364.0,2020,309
Banzel,2.3260214028E8,62178.0,2020,308
Ursodiol,2.3334680402000004E8,825566.0,2020,307
Carbidopa-Levodopa,2.3531401480000004E8,5458866.0,2020,306
Valsartan,2.3579555964000005E8,4801740.0,2020,305
Everolimus,2.3606206822E8,23204.0,2020,304
Doxycycline Hyclate*,2.3614812198000002E8,8354614.0,2020,303
Febuxostat,2.3645783418E8,775536.0,2020,302
Bumetanide*,2.3956526601999998E8,3951398.0,2020,301
Finasteride,2.3967445035999998E8,1.2955886E7,2020,300
Sutent,2.4044514754E8,19906.0,2020,299
Aptiom,2.4075735618E8,179330.0,2020,298
Cosentyx Sensoready Pen,2.4154624852E8,30526.0,2020,297
Soliqua 100-33,2.427876868E8,274356.0,2020,296
Invega,2.45314563E8,162340.0,2020,295
Bosulif,2.4684798952E8,19240.0,2020,294
Viibryd,2.5021999548E8,655868.0,2020,293
Humulin N,2.5229158484E8,889534.0,2020,292
Prednisolone Acetate,2.5281305806E8,5308564.0,2020,291
Vemlidy,2.5441856918E8,186986.0,2020,290
Actemra*,2.5571367236E8,65834.0,2020,289
Divalproex Sodium ER,2.5688346504E8,3512148.0,2020,288
Omeprazole-Sodium Bicarbonate,2.5712932202E8,182494.0,2020,287
Kisqali,2.5747955188E8,21308.0,2020,286
Hetlioz,2.5786317862E8,13422.0,2020,285
Fentanyl,2.5802313502E8,2757526.0,2020,284
Octagam,2.5941030014E8,20094.0,2020,283
Atrovent HFA,2.6354679552E8,509114.0,2020,282
Tymlos,2.6551342E8,120072.0,2020,281
Colchicine,2.6650581566000006E8,1594946.0,2020,280
Enoxaparin Sodium,2.6698247262E8,1225064.0,2020,279
Divalproex Sodium,2.7011551378E8,6612864.0,2020,278
Gleevec,2.726904394E8,25806.0,2020,277
Onglyza,2.7330806476E8,359766.0,2020,276
Baclofen*,2.7414149740000004E8,9560004.0,2020,275
Escitalopram Oxalate,2.7455912702E8,1.9871954E7,2020,274
Simponi,2.7507428206E8,42044.0,2020,273
Erivedge,2.76129346E8,23410.0,2020,272
Testosterone,2.768564779200001E8,787854.0,2020,271
Zejula,2.772777299E8,21044.0,2020,270
Lidocaine,2.776716443999999E8,2125014.0,2020,269
Allopurinol,2.7802617997999996E8,1.831212E7,2020,268
Strensiq,2.7925304606E8,2808.0,2020,267
Suboxone,2.7986836766E8,707546.0,2020,266
Sucralfate,2.8020861054E8,4128016.0,2020,265
Metoprolol Tartrate*,2.8091276118000007E8,3.6967778E7,2020,264
Colcrys,2.8320261108E8,964086.0,2020,263
Insulin Lispro Kwikpen U-100,2.832436168E8,909552.0,2020,262
Novolin 70-30,2.8593773498E8,817662.0,2020,261
Famotidine*,2.869061018999999E8,1.735323E7,2020,260
Atripla,2.9029340992E8,86942.0,2020,259
Hydroxychloroquine Sulfate,2.9061165266E8,3803402.0,2020,258
Piqray,2.9121373258E8,17470.0,2020,257
Furosemide*,2.9428933782000005E8,4.9640736E7,2020,256
Lyrica,2.9470993734E8,438718.0,2020,255
Votrient,2.9564316666E8,27718.0,2020,254
Levetiracetam*,2.9650365388000005E8,8617838.0,2020,253
Procrit,2.9655591166E8,197744.0,2020,252
Paliperidone ER,2.9674220778E8,574574.0,2020,251
Rivastigmine,3.0012177340000004E8,1504224.0,2020,250
Xolair,3.0120264188E8,98358.0,2020,249
Orenitram ER,3.0133995928E8,35860.0,2020,248
Carvedilol,3.0262981081999993E8,2.9810382E7,2020,247
Takhzyro,3.026665821E8,6590.0,2020,246
Humulin 70-30,3.0440268684E8,728602.0,2020,245
Sertraline HCl,3.048968619E8,2.8253234E7,2020,244
Rebif Rebidose,3.0633330624E8,32682.0,2020,243
Oxybutynin Chloride ER,3.0691209446E8,6485456.0,2020,242
Korlym,3.0738059738E8,10522.0,2020,241
Nifedipine ER,3.0810008302E8,6465446.0,2020,240
Travoprost,3.0819608064E8,1320026.0,2020,239
Humalog Kwikpen U-200,3.090663143E8,232436.0,2020,238
Budesonide-Formoterol Fumarate,3.1084913622E8,894852.0,2020,237
Mirtazapine,3.1457322466E8,1.4296722E7,2020,236
Santyl,3.2233472198E8,692558.0,2020,235
Xtampza ER,3.2255535962E8,595666.0,2020,234
Betaseron,3.2716304186E8,37516.0,2020,233
Truvada,3.2865111172E8,159718.0,2020,232
Rytary,3.2900358752E8,336762.0,2020,231
Montelukast Sodium,3.3018461804E8,2.2956344E7,2020,230
Letairis,3.3073900204E8,30656.0,2020,229
Venlafaxine HCl ER,3.329384098E8,1.027204E7,2020,228
Daptomycin,3.3314370125999993E8,145282.0,2020,227
Memantine HCl ER,3.3345385078E8,1885106.0,2020,226
Tremfya,3.3478515554E8,28710.0,2020,225
Oxycodone HCl,3.3891645412E8,1.4622046E7,2020,224
Gammaplex,3.5322512928E8,28758.0,2020,223
Quetiapine Fumarate,3.5439232516E8,1.6884606E7,2020,222
Metformin HCl,3.5557980028000003E8,4.8791718E7,2020,221
Xiidra,3.5567656548E8,450458.0,2020,220
Toviaz,3.619745427E8,685258.0,2020,219
Diltiazem 24hr ER (Cd),3.6393435674000007E8,6982048.0,2020,218
Cinacalcet HCl,3.6475255464000005E8,451476.0,2020,217
Estradiol*,3.650269556E8,4964206.0,2020,216
Buprenorphine-Naloxone,3.6907739282E8,2154514.0,2020,215
Clopidogrel,3.693330335199999E8,2.6803324E7,2020,214
Hizentra,3.720096398E8,45914.0,2020,213
Trazodone HCl,3.7203424236E8,2.9573604E7,2020,212
Simvastatin,3.7243476398E8,4.0882796E7,2020,211
Isentress,3.7650287506E8,205306.0,2020,210
Livalo,3.7912883104E8,653592.0,2020,209
Daliresp,3.794626467E8,742774.0,2020,208
Proair HFA,3.8048776158E8,4412682.0,2020,207
Rinvoq,3.8252065824E8,70444.0,2020,206
